,ID,URL,Titre,Chapeau,Description,Description de la date,Nom du lieu,Adresse du lieu,Code postal,Ville,Coordonnées géographiques,Type de prix,Type d'accès,audience,group,locale,Month_debut,Year_debut,Month_fin,Year_fin
2564,10888,https://www.paris.fr/evenements/visite-guidee-des-passages-couverts-de-paris-10888,Visite guidée des passages couverts de Paris,"Les passages couverts de Paris intriguent le monde entier et bien souvent, ce sont ceux qui habitent la région parisienne qui les connaissent le moins.","<p>A l'origine percés pour relier un quartier à l'autre en se protégeant de la pluie, ces galeries au charme unique au monde nous disent beaucoup sur la construction de Paris au 19e siècle.</p><p>​Un balade le long des passages couverts de la capitale permet de découvrir la ville sous un autre angle : sous les verrières du centre-ville qui scintillent d'une lumière particulière. Un côté ""underground"" avant l'heure !</p><p><strong>Réservation obligatoire <a href=""https://www.lacachettedeparis.fr/visites-publiques"" target=""_blank"" rel=""noopener"" title=""Ouverture dans un nouvel onglet"">ici</a>.</strong> (RDV sur la placette de la rue du Pélican à 14h30 aux dates indiquées)<br><br></p>",payant,Rue du Pélican,rue du Pélican,75001,Paris,"48.862519722654, 2.33993232250214",payant,obligatoire,Tout public.,Agenda,fr,November,2024,November,2024
2566,74710,https://www.paris.fr/evenements/les-cours-de-cinema-du-forum-des-images-novembre-2024-74710,Les cours de cinéma du Forum des images : Novembre 2024,"Tous les vendredi, un·e critique, un·e historien·ne ou un·e enseignant·e en cinéma analyse, lors d’un cours gratuit ouvert à toutes et tous, un film ou un sujet en lien avec la thématique en cours.","<h4>Un rendez-vous hebdomadaire</h4><p>• Chaque vendredi à 18h30</p><p>• Durée : 1h30</p><p>• Entrée gratuite dans la limite des places disponibles. Réservation recommandée.</p><p>• Retrouvez les vidéos intégrales des cours de cinéma en ligne, sur forumdesimages.fr</p><h3>Les cours du mois de Novembre :</h3><p>Dans le cadre de la thématique <em><a href=""https://www.forumdesimages.fr/refaire-l-amour"" target=""_blank"" rel=""noopener"" title=""Ouverture dans un nouvel onglet"">Refaire l'amour</a></em>, les cours de cinéma explorent et interrogent les codes de la comédie romantique :</p><p><em><strong>•</strong> </em><strong>Vendredi 1er novembre</strong><em> </em>:<em> </em><strong><a href=""https://www.forumdesimages.fr/une-etude-de-letudiante"" target=""_blank"" rel=""noopener"" title=""Ouverture dans un nouvel onglet"">Une étude de<em> L’Étudiante</em></a></strong></p><p>Que faire d’un amour de jeunesse, quand il s’agit d’un film ? Que dire à <em>L’Étudiante</em>, 30 ans après sa rencontre ? Peut-on appeler ça de l’amour ?</p><p>Esquisse pour une auto-analyse d’un cinéphile ordinaire.</p><p><strong>Par Fabien Gaffez, (directeur artistique du Forum des images</strong><strong>)<br>→ </strong><strong>Suivi de <em><a href=""https://www.forumdesimages.fr/letudiante"" target=""_blank"" rel=""noopener"" title=""Ouverture dans un nouvel onglet"">L’Étudiante</a>,</em>de Claude Pinoteau, à 20h30.</strong><br></p><figure aria-label=""L’Étudiante,de Claude Pinoteau ; Image :  ; Crédits : @Collection Christophel"">
  <img src=""https://cdn.paris.fr/qfapv4/2024/10/21/original-be83ea4f6441ccabdad3edcd74509c54.jpg"" alt="""">
  <figcaption>L’Étudiante,de Claude Pinoteau ; Crédits : @Collection Christophel</figcaption>
</figure>
<p><em><strong>•</strong> </em><strong>Vendredi 8 novembre</strong> : <strong><a href=""https://www.forumdesimages.fr/jouer-la-romance-des-passions-qui-brulent-au-second-degre"" target=""_blank"" rel=""noopener"" title=""Ouverture dans un nouvel onglet"">Jouer la romance : des passions qui brûlent au second degré</a></strong></p><p>« Fais connaissance avec tes séduisants collègues et plus si affinité… » La proposition du jeu vidéo de romance <em>Amour Sucré New Gen</em> demande déjà une bonne dose de second degré. Pourtant, d’autres productions poussent le concept de l’absurde et s’amusent des codes de la romance vidéoludique, qu’ils imaginent avec des pigeons ou encore des plats de curry.</p><p><strong>Par Leticia Andlauer, (docteure en sciences de l’information et de la communication</strong><strong>)<br></strong></p><p><strong>•</strong><em> </em><strong>Vendredi 15 novembre<em> </em></strong>:<em> </em><strong><a href=""https://www.forumdesimages.fr/vieux-pots-nouvelles-confitures-quand-la-comedie-romantique-souvre-aux-minorites"" target=""_blank"" rel=""noopener"" title=""Ouverture dans un nouvel onglet"">Vieux pots, nouvelles confitures ? Quand la comédie romantique s’ouvre aux minorités</a></strong></p><p>La comédie romantique, genre hautement codifié, fait longtemps la part belle au couple hétérosexuel blanc. Mais les évolutions récentes du genre ramènent progressivement depuis les marges vers le centre ses personnages LGBTQIA+<br>et/ou racisé·es pour en faire les personnages principaux de ses histoires d’amour.</p><p><strong>Par Audrey Haensler, (spécialiste de la représentation LGBTQIA+ à l’écran</strong><strong>)<br>→ Suivi de </strong><strong><em><a href=""https://www.forumdesimages.fr/go-fish"" target=""_blank"" rel=""noopener"" title=""Ouverture dans un nouvel onglet"">Go Fish</a></em></strong><strong>, </strong><strong>de Rose Troche</strong><strong>, à 21h</strong><strong><br></strong></p><figure aria-label=""Go Fish, de Rose Troche ; Image :  ; Crédits : @Collection Christophel"">
  <img src=""https://cdn.paris.fr/qfapv4/2024/10/21/original-c596de609c4435f47f68802d65d3b0a6.jpg"" alt="""">
  <figcaption>Go Fish, de Rose Troche ; Crédits : @Collection Christophel</figcaption>
</figure>",gratuit,Forum des images,"Forum des images, 2 rue du Cinéma, Westfield Forum des Halles",75001,Paris,"48.8621918012064, 2.34524701967486",gratuit,conseillée,Tout public.,Agenda,fr,November,2024,November,2024
2567,68742,https://www.paris.fr/evenements/bal-soul-funk-disco-68742,Bal Soul Funk Disco,"Place à la danse avec un bal soul funk disco précédé d'un atelier chorégraphique pour mieux danser sur ces styles de musiques, des années 1960 à 1980. Une façon de fêter joyeusement la réouverture de la bibliothèque Buffon !","<p><strong>Le bal sera rythmé par plusieurs étapes :</strong></p><p><strong>- un atelier chorégraphique d'initiation aux danses rhythm'n'blues (solo)</strong></p><p><strong>- un show et des surprises !</strong></p><p><strong>Le tout animé par Miles et sa partenaire de l'association Swing is the Thing qui reviennent à la Bibliothèque Buffon pour la 2ème année consécutive au vu du succès remporté l'an passé ! </strong></p><figure aria-label="" ; Image :  ; Crédits : droits réservés"">
  <img src=""https://cdn.paris.fr/qfapv4/2024/10/25/original-6a11971ceff199a551281278042a2da2.png"" alt="""">
  <figcaption> ; Crédits : droits réservés</figcaption>
</figure>",gratuit,Bibliothèque Buffon,15 Bis rue Buffon,75005,Paris,"48.842573, 2.361884",gratuit,non,Tout public.,Bibliothèques,fr,November,2024,November,2024
2568,74639,https://www.paris.fr/evenements/atelier-stop-motion-74639,Atelier Stop Motion,Venez vous initier au stop motion et réaliser un petit film d'animation !,"<p>Écriture du scénario, choix du décor, animation des personnages, prises de vue, un atelier ludique et créatif !</p><p>À partir de 8 ans.<br></p>",gratuit,Bibliothèque Gutenberg,8 rue de la Montagne d'Aulas,75015,Paris,"48.8402080204525, 2.27870604129447",gratuit,obligatoire,Public enfants et jeunes. A partir de 8 ans.,Bibliothèques,fr,November,2024,November,2024
2569,68324,https://www.paris.fr/evenements/madagascar-une-aventure-musicale-68324,"Madagascar, une aventure musicale","Alex le lion est le roi de la jungle urbaine, principale attraction du zoo de Central Park à New York. Lui et ses meilleurs amis – Marty le zèbre, Melman la girafe et Gloria l'hippopotame – ont passé toute leur vie en captivité heureuse devant un public admiratif et avec des repas réguliers qui leur étaient fournis.","<p>Insatisfait de sa vie seul, Marty laisse sa curiosité prendre le dessus et s'enfuit – avec l'aide de quelques pingouins phénoménaux – pour explorer le monde.Rejoignez Alex, Marty, Melman, Gloria et ces pingouins hilarants et comploteurs alors qu'ils montent sur scène pour l'aventure musicale de leur vie. <br>Rempli de personnages extravagants, d'aventures à gogo et d'une musique optimiste, vous n'aurez d'autre choix que de « Move It, Move It ! »""</p>",payant,Théâtre du Gymnase Marie Bell,38 Boulevard de Bonne Nouvelle,75010,Paris,"48.8707460178392, 2.348839017725",payant,obligatoire,"Public enfants, jeunes et adultes. A partir de 5 ans.",Aucun,fr,October,2024,January,2025
2570,68342,https://www.paris.fr/evenements/claverie-nikly-un-atelier-en-partage-68342,"Claverie, Nikly : un atelier en partage","Exposition d’œuvres originales de Michelle Nikly et de Jean Claverie, un duo à la ville comme dans l’atelier.","<p><strong><a href=""https://www.michelle-nikly.fr/"" target=""_blank"" rel=""noopener"" title=""Ouverture dans un nouvel onglet"">Michelle Nikly</a></strong> écrit
&amp; illustre des albums, parmi lesquelles une trilogie de contes japonais,
effectue de nombreuses traductions pour l’édition jeunesse, réalise des
sculptures, notamment sur le thème des « Enfances en guerre » ainsi
que des « ouvrages de dames ».</p><p><strong><a href=""https://www.jeanclaverie.com/"" target=""_blank"" rel=""noopener"" title=""Ouverture dans un nouvel onglet"">Jean
Claverie</a></strong> écrit
&amp; illustre de nombreux livres pour enfants (les aventures de « Little
Lou », « La batterie de Théophile », « Le petit chaperon
rouge »,…) et pour la presse jeunesse, réalise des couvertures de livres,
affiches publicitaires et institutionnelles ainsi que des portraits et paysages.
Également musicien, il écume les routes de France avec le “Little Lou Tour”.</p><p><strong>A
deux</strong>, ils sont les auteurs de plusieurs albums, Michelle Nikly pour le texte,
Jean Claverie pour les illustrations, dont la saga familiale ""L’Art du
Pot"", ""L’Art des Bises"" et ""L’Art de Lire"".</p><p><em>L’exposition
fait également écho aux commémorations des 80
ans de la Libération de Paris ainsi qu’aux 40 ans du
Salon du livre et de la presse jeunesse de Montreuil.</em></p><p><strong>En ouverture de l’exposition, Michelle Nikly et Jean Claverie animeront <a href=""https://www.paris.fr/evenements/rencontre-avec-michelle-nikly-et-jean-claverie-68345"" target=""_blank"" rel=""noopener"" title=""Ouverture dans un nouvel onglet"">une rencontre</a> avec les enfants le mercredi 27 novembre 2024. </strong></p>",gratuit,Bibliothèque Germaine Tillion,6 rue du Commandant Schlœsing,75016,Paris,"48.8618360128542, 2.28427103826974",gratuit,non,Tout public.,Bibliothèques,fr,November,2024,January,2025
2572,66191,https://www.paris.fr/evenements/adele-massard-atelier-de-creation-en-papier-decoupe-66191,Adèle Massard | Atelier de création en papier découpé,"Autour de l'album Le coffre à joujoux d'Adèle Massard, les enfants fabriquent un personnage imaginaire en découpage","<h3>IL EST TEMPS DE PLONGER DANS LE COFFRE À JOUJOUX, À LA RECHERCHE DES JOUETS LES PLUS FOUS !</h3><p>Sauras-tu retrouver Christian Lapin, créateur de chaussures, Rob-R le robot maladroit, Poulpo, le poulpe multitâche ou encore Caprice, le doudou papillon au caractère de cochon ? Échappés de leur coffre, ils partent à la découverte du monde. S’aventurant page après page, de plus en plus loin, ils visitent même les fonds marins !</p><p>Avec la même minutie que dans <em>Pépé et Cracotte</em>, Adèle Massard déploie des univers foisonnants avec beaucoup d’humour !</p><p>L'autrice présentera son livre et les personnages avant d'observer une planche originale du livre et de faire découvrir la technique du papier découpé.</p><p>Après avoir appris différentes astuces de découpage, chaque enfant fabrique son propre personnage en papier découpé grâce aux silhouettes prédécoupées mises à disposition.</p><iframe src=""https://www.youtube.com/embed/budZIDqIGr4?feature=oembed"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen=""""></iframe><p>Adèle Massard est née en 1993, et a étudié à la HEAR de Strasbourg le cinéma d’animation.<br>Sa source d’inspiration première est la rue et ses acteurs, les commerçants, les rencontres incongrues, les chiens assortis à leur maître, la drôlerie de la vie quotidienne…</p><p>Elle utilise des instruments de chirurgie (scalpel et pinces de dissection) pour réaliser ses illustrations avec une extrême précision. L’association des couleurs, les jeux de textures, de transparences, de volumes et d’ombres portées que peut offrir le papier, composent sa recherche artistique. (Source <a href=""https://www.editionsdesgrandespersonnes.com/"" target=""_blank"" rel=""noopener"" title=""Ouverture dans un nouvel onglet"">Éditions Les grandes personnes</a>)</p><section>
  <h2>Le samedi 7 décembre | 15h<br></h2>
  <p>à partir de 6 ans <a href=""mailto:bibliotheque.heurejoyeuse@paris.fr"" target=""_blank"" rel=""noopener"" title=""Ouverture dans un nouvel onglet"">sur inscription</a><br>Durée : 1h30<br></p>
</section>
<p><a href=""https://www.paris.fr/lieux/bibliotheque-l-heure-joyeuse-2882"" target=""_blank"" rel=""noopener"" title=""Ouverture dans un nouvel onglet"">En savoir plus</a> sur les autres animations à L'Heure Joyeuse</p>",gratuit,Bibliothèque L'Heure joyeuse,6-12 rue des Prêtres Saint-Séverin,75005,Paris,"48.851833, 2.34494",gratuit,obligatoire,Public enfants. A partir de 6 ans.,Bibliothèques,fr,December,2024,December,2024
2573,35898,https://www.paris.fr/evenements/nouveaute-baby-visite-au-musee-bourdelle-35898,Baby-visite au musée Bourdelle,Profitez d'une visite sensorielle et d'un temps de relaxation avec votre bébé (avant la marche) pour découvrir le musée Bourdelle.,"<p><strong>Baby-visite</strong></p><p><strong></strong>Une 
visite sensorielle et participative adaptée aux bambins accompagnés de 
leurs parents. La découverte toute en émotions et sensations des 
sculptures d’Antoine Bourdelle est suivie par un temps de relaxation qui
 se termine par la réalisation d’une mini sculpture, souvenir de la 
visite.</p><p>En partenariat avec le <a href=""https://www.mam.paris.fr/"" target=""_blank"" rel=""noopener"" title=""Ouverture dans un nouvel onglet"">Musée d'Art Moderne</a> de Paris<br></p><p>De 10h30 à 11h30<br>Plein tarif : 7 €<br>Tarif réduit : 5 €</p><p>En famille - Durée : 1h<strong></strong></p><p><strong>Pour les bébés avant la marche et leurs parents</strong></p><p>Porte bébé obligatoire et tenue souple vivement conseillée</p>",payant,Musée Bourdelle,"18, rue Antoine Bourdelle",75015,Paris,"48.8429750124193, 2.31858797479356",payant,obligatoire,Public tout-petits et adultes.,Aucun,fr,September,2024,December,2024
2574,68739,https://www.paris.fr/evenements/rencontre-avec-marguerite-abouet-a-la-bibliotheque-claire-bretecher-68739,Rencontre avec Marguerite Abouet à la bibliothèque Claire Bretécher,"Marguerite Abouet, créatrice des séries de bandes dessinées Aya de Yopougon et Akissi, viendra répondre à vos questions et dédicacer ses livres. Nous pourrons aussi découvrir Akissi à Paris, premier tome d'une toute nouvelle série. Une rencontre passionnante en perspective!","<p>Marguerite Abouet, née à Abidjan, est écrivain et scénariste de bandes dessinées. Après une carrière juridique, elle décide de se consacrer uniquement à l'écriture et crée le personnage d'Aya grâce auquel elle dépeint, avec humour, une Afrique loin des clichés, de la guerre et de la famine. Les 8 volumes d'<em>Aya de Yopougon</em>, illustrés par Clément Oubrerie, sont publiés chez Gallimard entre 2005 et 2023. La série relate le quotidien d'un groupe d'adolescents dans le quartier de Yopougon à Abidjan vers la fin des années 1970. Elle décide ensuite de s'atteler à l'adaptation pour le grand écran : le film, <em>Aya de Yopougon</em>, coréalisé avec Clément Oubrerie est présenté en Compétition première œuvre de fiction au FIFF en 2013 et nominé aux Césars 2014. Elle publie également la BD <em>Akissi</em> (11 tomes) et désormais une nouvelle série, Akissi à Paris depuis le mois d'aout 2024.</p>",gratuit,Bibliothèque Claire Bretécher,11 rue de Lancry,75010,Paris,"48.869387, 2.360108",gratuit,non,"Public enfants, jeunes et adultes. A partir de 8 ans.",Bibliothèques,fr,December,2024,December,2024
2575,69015,https://www.paris.fr/evenements/mammal-hands-au-new-morning-69015,Mammal Hands au New Morning,"Jordan Smart, Nick Smart et Jesse Barrett nous plongent une fois de plus dans un univers captivant.","<p>Formé en 2012 à Norwich, l'une des villes britanniques les plus isolées à l'Est, Mammal Hands a depuis le début pris la tangente par rapport aux tendances musicales.</p><p>Passionnés aussi bien d'électronique que de contemporain, de folk, de jazz et de world, les trois musiciens puisent leurs influences chez Pharaoah Sanders, Gétachèw Mekurya, Terry Riley, Steve Reich ou encore Sirishkumar Manji.</p><p>Envoûtant et charmeur sur ses albums, Mammal Hands saisit lors de ses concerts hypnotiques qui semblent toujours mener la formation toujours plus loin.</p><p>En fondant leur approche sur de longues répétitions improvisées, les trois membres du groupe contribuent à parts égales au processus d'écriture, qui favorise une dynamique collective au-delà des individualités.</p><p>Leur 5e album studio « Gift From the Trees » offre une nouvelle perspective sur leur musique. L'album est le résultat d'une résidence dans la campagne galloise, durant laquelle le groupe a profité de son isolement pour chercher une expérience plus profonde et organique.</p>",payant,New Morning,9 Rue des Petites Écuries,75010,Paris,"48.8728992, 2.35330820000001",payant,obligatoire,Tout public.,Aucun,fr,November,2024,November,2024
2576,68655,https://www.paris.fr/evenements/immobile-rebondi-quand-danse-et-dessin-se-rencontrent-68655,"""Immobile & Rebondi"" : quand danse et dessin se rencontrent",Ce duo dessiné-dansé nous entraîne dans un voyage débordant d’énergie et de couleurs par Sylvère Lamotte et Betty Bone.,"<p><strong>Betty Bone</strong> (autrice, illustratrice) et <strong>Sylvère Lamotte</strong> (danseur, chorégraphe) incarnent <em>Immobile &amp;Rebondi</em>,
 deux personnages aux noms évocateurs et que tout semble opposer.</p><p>Au fil
 de la pièce, ils vont pourtant se rencontrer, se reconnaître, apprendre
 ensemble et avec humour à reconsidérer l’erreur, à l’apprécier à sa 
juste valeur et à s’en servir pour… rebondir !</p><p>Un conte pour petit·e·s 
et grand·e·s tout en décalage, imaginé comme une ode à nos errances.</p>",gratuit,Bibliothèque Jacqueline de Romilly,16 avenue de la Porte Montmartre,75018,Paris,"48.8994220173449, 2.33641997088512",gratuit,obligatoire,Public enfants et jeunes. A partir de 3 ans.,Bibliothèques,fr,December,2024,December,2024
2577,69029,https://www.paris.fr/evenements/blindtest-karaoke-comedies-musicales-69029,"Blindtest & Karaoké ""Comédies Musicales""","Les trois bibliothèques des Halles vous invite à tester votre culture musicale et cinématographique en solo, en famille ou entre amis à la Médiathèque Musicale de Paris !","<p><strong>Les comédies musicales sont une source d’inspiration musicale inépuisable,</strong> c’est ce que la
Médiathèque Musicale de Paris, la Médiathèque de la Canopée et la Bibliothèque du cinéma
François Truffaut tenteront de vous faire découvrir le samedi 14 décembre pour fêter la fin d'année.
 
 Venez festoyer sur notre sélection de bandes originales et
d’extraits de chansons et partager un moment festif où vous pourrez écouter,
tintinnabuler, vocaliser voire… danser!
 
 <br><strong></strong></p><p><strong>Demandez le programme : </strong></p><p><strong></strong>15h à 16h : Blind test sur les comédies musicales - organisé par la Bibliothèque
du cinéma François Truffaut</p><p>16h à 16h30 : Goûter de Noël - offert par les trois bibliothèques des Halles</p><p>16h30 à
18h00 : Karaoké spécial Comédies Musicales - organisé par la Médiathèque Musicale de
Paris</p>",gratuit,Médiathèque musicale de Paris (MMP),8 porte Saint Eustache,75001,Paris,"48.862798, 2.345658",gratuit,non,Tout public.,Bibliothèques,fr,December,2024,December,2024
2578,68975,https://www.paris.fr/evenements/bibi-la-puree-compagnon-de-verlaine-une-conference-de-christian-gury-68975,"« Bibi-la-Purée, compagnon de Verlaine » conférence par Christian Gury","À l'occasion du 180e anniversaire de la naissance de Verlaine, Christian Gury ressuscite son compagnon de misère Bibi-la-Purée et l'atmosphère bohème de la fin du XIXe siècle.","<p>D'après son livre <em>Bibi-la-Purée,
compagnon de Verlaine</em>, publié aux éditions Kimé.</p><p>Se présentant comme le secrétaire et l'amant de
Verlaine, le clochard Bibi-la-Purée, figure de Montmartre et du Quartier Latin,
était surnommé « le roi de la Bohème ». Il a inspiré des poètes
(Verlaine, Jehan Rictus, Raoul Ponchon, Paul Fort, Léo Larguier) ainsi que des
peintres (Steinlen, Jacques Villon, Picasso). Et, son odyssée chantée dans
l'Ulysse de Joyce, son nom apparaît aussi dans le répertoire de Georges
Brassens. Cette biographie d'un personnage pittoresque restitue l'atmosphère « artiste »
de la fin du XIXe…</p><p>_</p><p>Avocat honoraire à la Cour et essayiste,
Christian Gury est l’auteur d’une trentaine d’ouvrages d’histoire littéraire.
Il habite le 17e arrondissement depuis 40 ans.</p>",gratuit,Médiathèque Edmond Rostand,11 rue Nicolas Chuquet,75017,Paris,"48.8883939892465, 2.30309000346023",gratuit,conseillée,Tout public.,Bibliothèques,fr,November,2024,November,2024
2580,69139,https://www.paris.fr/evenements/certe-mathurin-dans-affaires-de-famille-69139,"Certe Mathurin dans ""Affaires de Famille""",Le nouveau spectacle de l'humoriste Certe Mathurin.,"<p>Vous avez une famille ? Moi aussi. Vous êtes parfois fatigué par votre famille ? Moi aussi.</p><p>Ça nous fait déjà 2 points communs. Venez voir le spectacle, j'en suis sûr qu'on en a encore pleins d'autres.</p><p>Ce spectacle, touchant et drôle, fait écho aux expériences vécues par chacun, rappelant que la famille, malgré ses défis, reste une aventure commune pleine de moments uniques.</p><p>Préparez vous à rire de vos propres péripéties familiales avec cet expert de l'humour et du storytelling.</p><p>PS : Venez en famille au spectacle, c'est moins cher et beaucoup plus marrant qu'une thérapie.</p><ul><li>Déconseillé au moins de 14 ans</li></ul>",payant,Theâtre des Mathurins,36 rue des Mathurins,75008,Paris,"48.8732739998369, 2.32563598189765",payant,obligatoire,Public adultes. A partir de 14 ans.,Aucun,fr,January,2025,May,2025
2582,69326,https://www.paris.fr/evenements/noel-noel-vite-vite-c-est-noel-69326,"Noël, Noël, vite vite c'est Noël !","Noël, Noël, vite vite c'est Noël ! un spectacle pour les tout-petits de Mélusine Martin","<p>L'hiver
est là et Noël approche ! Petit Lapin s'est perdu dans la forêt de neige et
cherche sa maman… Hérisson, Hibou et l'écureuil qui chante faux vont tout
faire pour l'aider ! De son côté, le Père Noël s'active et heureusement que les
lutins coquins et les rennes sont là !</p><p>Mélusine la conteuse a plein de
surprises dans sa hotte pour se préparer à Noël dans la joie. Comptines
traditionnelles, histoires et créations joyeuses dans un spectacle
avec tapis conteur, instruments, peluches et marionnettes à doigts…</p><p>sur inscription, jusqu'à 3 ans</p>",gratuit,Médiathèque Jean-Pierre Melville,79 rue Nationale,75013,Paris,"48.826787000907, 2.36644000856506",gratuit,obligatoire,Public tout-petits. Jusqu'à 3 ans.,Bibliothèques,fr,December,2024,December,2024
2584,69208,https://www.paris.fr/evenements/stage-vacances-d-automne-baby-gym-au-centre-paris-anim-wangari-69208,Stage vacances d'automne - Baby gym au centre Paris Anim' Wangari,Le centre Paris Anim' Wangari vous propose des stages de Baby gym pendant les vacances d'automne !,"<p>Le centre
Paris Anim' Wangari vous accueille pour des stages de baby gym ! Initiez vos enfants à la gym pendant les vacances d'automne.</p>",payant,Centre Paris Anim' Wangari Maathai,13-15 rue Mouraud,75020,Paris,"48.855363, 2.407185",payant,obligatoire,Public enfants. A partir de 3 ans. Jusqu'à 5 ans.,Aucun,fr,October,2024,October,2024
2588,69426,https://www.paris.fr/evenements/paris-sport-dimanches-multisports-au-tep-angelique-duchemin-ex-amandiers-69426,Paris sport dimanches : Multisports au TEP Angélique Duchemin (ex- Amandiers),"Paris Sport Dimanches, c'est tout l'été l'occasion de pratiquer du sport gratuitement en extérieur, tous les dimanches matins, à 10H, dans les 4 coins de Paris.","<p><strong>Avant votre brunch ou votre déjeuner du dimanche, une brève session sportive est recommandée ! </strong>
 Paris Sport Dimanches est ouvert à tou·te·s que vous veniez 
seul·e, en groupe ou en famille. L'accès est gratuit et ne nécessite 
aucune inscription préalable. Rendez-vous simplement à l'un des points 
de rassemblement pour <strong>une séance sportive d'une heure</strong>, de 10h à 12h, le dimanche.</p><p>Venez suivre des activités multisports au TEP Angélique Duchemin (ex- Amandiers - 20ème): séance en intérieur</p><p><strong>Capacité d'accueil :</strong> 30 personnes</p><p><strong>Conseil :</strong> venez avec vos affaires de sport, une bouteille d'eau, une serviette et votre bonne humeur.</p>",gratuit,TEP Angélique Duchemin (ex- Amandiers),8 rue Delgrès,75020,Paris,"48.8658390002632, 2.38621702528849",gratuit,non,Public jeunes. A partir de 7 ans. Jusqu'à 17 ans.,Activités DJS,fr,October,2024,June,2025
2590,69678,https://www.paris.fr/evenements/lea-layne-trio-69678,LÉA LAYNE TRIO,"Léa chante et joue ses compositions avec ardeur et passion sur scène, derrière son piano, puisant dans le jazz moderne, le chaâbi et la pop.","<p>Tout juste sortie du département jazz du Pôle Supérieur de Paris, Léa chante et joue ses compositions avec ardeur et passion sur scène, derrière son piano, puisant dans le jazz moderne, le chaâbi et la pop. Brad Mehldau, les Beatles et Fairouz sont autant d’influences significatives pour cette amoureuse de mélodies raffinées. Léa réarrange aussi des standards de jazz à sa manière, y posant sa voix chaude et singulière et ses phrasés envoûtants. Accompagnée par Baptiste Thiébault et Florent Allirot, deux musiciens talentueux et très actifs sur la scène jazz française, sa présence incandescente, sa fougue et sa sensibilité donnent à ses concerts une dimension inédite.</p>",payant,Le Baiser Salé,58 Rue des Lombards,75001,Paris,"48.8598354, 2.3478728",payant,obligatoire,Tout public.,Aucun,fr,November,2024,November,2024
2593,69491,https://www.paris.fr/evenements/paris-sport-proximite-parkour-au-centr-halles-suzanne-berlioux-69491,Paris sport proximité : Parkour au Centr'Halles Suzanne Berlioux,Participez à un large choix de disciplines proche de chez vous encadrées par éducateur.rice.s sporti.f.ve.s de la Ville de Paris.,"<p>Venez pratiquer une activité sportive proche de chez vous ! Rejoignez-nous chaque mercredi et jeudi pour participer à des sessions de <strong>Parkour</strong> au <strong>Centr'Halles Park Suzanne Berlioux</strong> - 4 Place de la Rotonde.</p><section>
  <h2>Jour et horaires :</h2>
  <p>Mercredi : 14h00-15h00 ; 15h00-16h00<br><br>Vendredi : 15h00-17h00<br></p>
</section>
<p><a href=""https://www.paris.fr/comment-faire-du-sport"">Tout savoir sur les dispositifs sportifs de la Ville de Paris</a></p>",gratuit,Centr'Halles Park Suzanne Berlioux,4 place de la Rotonde,75001,Paris,"48.8962731663845, 2.38492417263354",gratuit,non,Public enfants et jeunes. A partir de 7 ans.,Activités DJS,fr,September,2024,August,2025
2594,69551,https://www.paris.fr/evenements/paris-sport-proximite-futsal-au-tep-neuve-saint-pierre-69551,Paris sport proximité : Futsal au TEP Neuve Saint Pierre,Participez à un large choix de disciplines proche de chez vous encadrées par éducateur.rice.s sporti.f.ve.s de la Ville de Paris.,"<p>Venez pratiquer une activité sportive proche de chez vous ! Rejoignez-nous chaque jeudi pour participer à des sessions de <strong>Futsal</strong> au <strong>TEP Neuve Saint-Pierre</strong>, 5/7 rue Neuve Saint-Pierre.</p><section>
  <h2>Jour et horaires :</h2>
  <p>Jeudi : 12h00 à 13h30 <br></p>
</section>
<p><a href=""https://www.paris.fr/comment-faire-du-sport"">Tout savoir sur les dispositifs sportifs de la Ville de Paris</a></p>",gratuit,TEP Neuve Saint Pierre,5/7 rue Neuve Saint Pierre,75004,Paris,"48.8536639925342, 2.36353098524899",gratuit,non,Public jeunes. A partir de 16 ans.,Activités DJS,fr,September,2024,August,2025
2597,69740,https://www.paris.fr/evenements/concert-delgres-69740,Concert Delgres,"Avec leur troisième album, Promis le ciel sorti cet hiver, le trio Delgres confirme son talent.","<p>Avec leur troisième album, <em>Promis le ciel</em> sorti cet hiver, le trio Delgres confirme son talent. Avec des textes profonds qui racontent notamment le déracinement mais aussi et surtout la résilience, des mélodies envoûtantes et une langue – le créole – qui ensoleille le tout, le groupe sait nous emporter dans un voyage intérieur, qui n’est pas sans rappeler les univers de Black Keys et de Hanni El Khatib.</p>",payant,Centre des arts d'Enghien-les-Bains,12-16 rue de la Libération,95880,Enghien-les-Bains,"48.9719339874442, 2.30520400326009",payant,conseillée,"Public enfants, jeunes et adultes.",Aucun,fr,December,2024,December,2024
