,name,rating,vicinity,total_ratings,formatted_address,website,phone_number,opening_hours,reviews,zipcode
46,YUMAN bar et restaurant,4.0,"70 Rue du Chevaleret, Paris",617,"70 Rue du Chevaleret, 75013 Paris, France",http://www.yuman-restaurant.com/,01 73 74 44 79,"['Monday: 12:00\u2009–\u20092:00\u202fPM', 'Tuesday: 12:00\u202fPM\u2009–\u200912:00\u202fAM', 'Wednesday: 12:00\u202fPM\u2009–\u200912:00\u202fAM', 'Thursday: 12:00\u202fPM\u2009–\u200912:00\u202fAM', 'Friday: 12:00\u202fPM\u2009–\u200912:00\u202fAM', 'Saturday: 12:00\u202fPM\u2009–\u200912:00\u202fAM', 'Sunday: Closed']","The waitstaff was very courteous and happy to accommodate French or English.  The drinks were are standouts and very refreshing.   It was easy to enjoy our conversation and our food.  I highly recommend the cucumber gazpacho.   Excellent!  We ordered different dishes and enjoyed them immensely.  Thank you for a fresh and delicious meal! I’d definitely come again.; Given the many choices Paris offers concerning places to eat dinner, choosing the place to settle can be quite the challenge. Luckily the Fork helped us out with an amazing deal. At first caution is advised when deals seem too good to be true, however, we were pleasantly surprised by the food, atmosphere and charming server (and probably owner). In regards to the actual dinner, the food consisted of classics presented in a modern way whilst also offering some newer dishes. Luckily this restaurant understood the importance of A-grade ingredients as simple recipes were very tasteful. Given the size of Paris, accessibility is very important as well. Given that there is a metro station just across the street, reaching Yuman should give little issues even when situated in the centre like we were. In our eyes, the owner and staff of Yuman understood the message of what good food and service meant and thus we could absolutely recommend this restaurant!; As someone who isn't really into vegan and organic restaurants, I gotta say I really loved the food here, good portions and the price was reasonable; Very healthy and tasty food. They use only biological ingredients. I find their prices are quite expensive compared to other places I know.; Very nice place, with stunning atmosphere and decoration. Super nice staff, that chatted with us and answered our million questions!
Great place, both for the organic food and suitable aura.",75013
47,Le Corner,4.3,"68 Avenue Kléber, Paris",1194,"68 Av. Kléber, 75016 Paris, France",https://lecornerkleber.eatbu.com/,01 47 27 72 64,"['Monday: 8:00\u202fAM\u2009–\u200912:00\u202fAM', 'Tuesday: 8:00\u202fAM\u2009–\u200912:00\u202fAM', 'Wednesday: 8:00\u202fAM\u2009–\u200912:00\u202fAM', 'Thursday: 8:00\u202fAM\u2009–\u200912:00\u202fAM', 'Friday: 8:00\u202fAM\u2009–\u200912:00\u202fAM', 'Saturday: 10:00\u202fAM\u2009–\u200912:00\u202fAM', 'Sunday: 10:00\u202fAM\u2009–\u200912:00\u202fAM']","this place was absolutely amazing. i found it online and decided to give it a go. the food was flavorful and hearty, i had the duck breast which was cooked to a perfect medium and paired very well with the soft baguette. the real star of the show was our waiter. when we first came in he greeted us, he sang songs, and was overall super energetic and kind. after finishing our meal me and my mom left early to go and catch the eiffel tower sparkling, leaving my father to pay at the restaurant. our waiter was so concerned that we had a fight and dramatically left that he gave my dad chocolates (pictured in the photos below) and offered him a amaretto. quality service really goes a long way and le corner fully delivered. go here!!; Filet de rumps track was EXTREMELY GOOD. The waiter was so nice, we came after 10pm, the kitchen was still open and he was very friendly during our whole time here. The table next to us ordered the burgers and they also looked very good.; This restaurant has a lovely atmosphere. The food was impeccable. We were two people and shared an entrée, had mains, finished with a dessert and had a bottle of wine. The whole meal was under 85€ which is fantastic. All waiters, especially Amir, were great. Smiling and making us feel at home.  We finished our Paris trip here and it was a great way to wrap up our visit to this beautiful city.; Went here for dinner.
Ordered the escargot which was amazing.
The waiter recommended the entrecote de boeuf which was lovely.
The waiter also suggested some nice red wine which went very well.
The service was excellent, despite my terrible french, the waiter helped me as lot.
Overall, great experience, amazing food, wine and service.
Merci.; Staff were lovely, attentive, informative and friendly, the food was all excellent and we couldn’t fault it. Starter, main and dessert were all delicious!
We even had three desserts because we couldn’t decide and all three were delicious! We spent under €100 and that got us both two glasses of wine, a bottle of still water, a starter, main and dessert each, plus another dessert as mentioned!
Simply incredible.
Also upon ordering wine I’m not expert and the waiter helped me decide. He suggested a red and it was absolutely delicious! They then also wrote it down so I could buy it when I get home.
We would highly recommend it and we would happily return over and over again. We will be suggesting to our friends who visit Paris.
Faultless.",75016
48,Ernestine Café,4.5,"72 Rue Joseph de Maistre, Paris",97,"72 Rue Joseph de Maistre, 75018 Paris, France",http://ernestinecafe.fr/,06 86 80 18 45,"['Monday: 10:00\u202fAM\u2009–\u20095:00\u202fPM', 'Tuesday: 10:00\u202fAM\u2009–\u20095:00\u202fPM', 'Wednesday: 10:00\u202fAM\u2009–\u20095:00\u202fPM', 'Thursday: 10:00\u202fAM\u2009–\u20095:00\u202fPM', 'Friday: 10:00\u202fAM\u2009–\u20095:00\u202fPM', 'Saturday: 9:00\u202fAM\u2009–\u20096:00\u202fPM', 'Sunday: 10:00\u202fAM\u2009–\u20096:00\u202fPM']","**5 Stars - Amazing Spot!**

Loved my visit to Ernestine Cafe! The coffee was rich and flavorful, and the pastries were fresh and delicious. The cozy atmosphere and friendly staff make it a perfect place to relax or catch up with friends. Will definitely be back!💖🤩 highly recommend; Was just walking by and decided to give the cafe a chance, I’m so glad I did!

The cozy interior is very charming, they host a lot of children workshops here in a separate playroom open for them to play in while their parents enjoy their meal / drink. There’s a large window looking into the playroom so parents can watch their kids but also have a bit of space to themselves, very family friendly and innovative. The atmosphere is very pleasant and welcoming; there’s mostly locals who stop by here but Ernestine Cafe is also very tourist friendly because the workers speak and understand English well.

The menu is diverse and creative, with all the food being made in house. They have a restroom in the back which makes it convenient to spend some time here. I ordered their brunch and left quiet full and content, will definitely stop by the next time I’m in Paris!; It is a very cosy and charming cafe with a special area for children. While our one year daughter is playing we can enjoy excellent macchiato. Don't miss this place if you have young kids and like very good coffee.; Super cosy and relaxing shop.; Cute cafe with play area for kids and delicacies to die for!",75018
49,Le P'tit Piano,4.7,"26 Rue Cadet, Paris",1169,"26 Rue Cadet, 75009 Paris, France",https://leptitpianobar.fr/,06 52 22 44 64,"['Monday: 7:00\u202fAM\u2009–\u200912:00\u202fAM', 'Tuesday: 7:00\u202fAM\u2009–\u200912:00\u202fAM', 'Wednesday: 7:00\u202fAM\u2009–\u200912:00\u202fAM', 'Thursday: 7:00\u202fAM\u2009–\u200912:00\u202fAM', 'Friday: 7:00\u202fAM\u2009–\u200912:00\u202fAM', 'Saturday: 10:00\u202fAM\u2009–\u200912:00\u202fAM', 'Sunday: 10:00\u202fAM\u2009–\u200912:00\u202fAM']","Great food and service! The staff were nice and friendly. We got their sirloin steak with shallot cream and one with morel (mushroom) sauce, and duck breast. We also got the creme brulee, lemon tart and chocolate fondant with ice cream for dessert.; We loved everything here!
The service was great and we were greeted by a smile as soon as we arrived.

Food came out super quickly and was delicious. Great portion as well, so great value for money. Cocktails were tasty and refreshing for these hot summer afternoons.

Ambience was one of the things I liked the most. Soothing and relaxing, allowing for you to properly enjoy your food and take a breath, despite being located in a busy street.

100% recommend.; Alfredo is great! The dishes he recommended were surprisingly good. We ordered the lamb, goat cheese salad, charcuterie board, and French onion soup. To top off a great dinner he treated us to mint shots that we loved. Give this place a try!; We decided to try this place out after seeing all the fantastic reviews, but upon arrival, we almost thought we were at the wrong place—it looked almost like a PMU from the outside! However, stepping inside changed our minds instantly. The interior is surprisingly cute, and it was bustling with energy during our Saturday brunch visit.

There's even a piano set up for their piano nights, adding a charming touch. The staff was incredibly friendly, which made our experience even better.
The food? Absolutely delightful. I had the foie gras and salade périgourdine as starters, which were hearty enough to be mains, followed by the succulent souris d’agneau. The portions were generous across the board, definitely making it worth the money.

I would heartily recommend this spot and affirm that it truly deserves its high ratings, especially for the quality of the cuisine.; Amazing little gem. Very good food. Very nice staff and they helped me with my gastric bypass needs. Food was delicious steak was a little undercooked because I asked for medium rare but I got rare. No big problem was tasty nonetheless!",75009
50,Good Lunch,3.9,"280 Avenue Daumesnil, Paris",45,"280 Av. Daumesnil, 75012 Paris, France",Site web non disponible,Numéro non disponible,"['Monday: 11:00\u202fAM\u2009–\u20091:00\u202fAM', 'Tuesday: 11:00\u202fAM\u2009–\u20091:00\u202fAM', 'Wednesday: 11:00\u202fAM\u2009–\u20091:00\u202fAM', 'Thursday: 11:00\u202fAM\u2009–\u20091:00\u202fAM', 'Friday: 11:00\u202fAM\u2009–\u20091:00\u202fAM', 'Saturday: 11:00\u202fAM\u2009–\u20091:00\u202fAM', 'Sunday: 11:00\u202fAM\u2009–\u200912:00\u202fAM']","Very good quality and tasty food, above else better than the competition in that intersection (those big franchises), that's something!
Friendly and polite personnel.; Good food, good people; The worst kebab I ever had in France….; I got what I was looking for - good food for good price, nothing fancy.; Corerect",75012
51,Cafe Louise,4.2,"155 Boulevard Saint-Germain, Paris",1330,"155 Bd Saint-Germain, 75006 Paris, France",https://www.cafe-louise.fr/,01 42 22 88 98,"['Monday: 7:00\u202fAM\u2009–\u20092:00\u202fAM', 'Tuesday: 7:00\u202fAM\u2009–\u20092:00\u202fAM', 'Wednesday: 7:00\u202fAM\u2009–\u20092:00\u202fAM', 'Thursday: 7:00\u202fAM\u2009–\u20092:00\u202fAM', 'Friday: 7:00\u202fAM\u2009–\u20092:00\u202fAM', 'Saturday: 7:00\u202fAM\u2009–\u20092:00\u202fAM', 'Sunday: 7:00\u202fAM\u2009–\u20092:00\u202fAM']","We came here for brunch on a Sunday. It’s €38 per person, including a juice (freshly squeezed or detox juice), a coffee, a choice of either waffle or savory tart, and bottomless fruits and desserts from the buffet table. The warm and friendly staff made the already fantastic meal even better. Highly recommended.; We loved Louise! Such Parisian atmosphere and interior. Excellent service and amazing food. Right on the middle of the famous Boulevard Saint-Germain across the street from famous cafes. So lucky we found it!; Great place for Sunday brunch, had a good Parisian breakfast. Fresh juice, coffee as well.
Dessert was divine, came here with family. The service is slow but quite enjoyable.; Visited Café Louise twice last weekend and we were very delighted.
The staff was super nice, professional and funny and the food was delicious. Highly recommended!!; Had a uniquely French lunch - ""grilled cheese"" and champagne, sitting outside, taking in the atmosphere, and watching the crowd walk (fast) by.",75006
52,Candide,4.6,"35 Rue de Sambre-et-Meuse, Paris",380,"35 Rue de Sambre-et-Meuse, 75010 Paris, France",https://www.candide.paris/,01 71 73 58 57,"['Monday: 12:00\u2009–\u20092:00\u202fPM, 7:30\u2009–\u200910:30\u202fPM', 'Tuesday: 12:00\u2009–\u20092:00\u202fPM, 7:30\u2009–\u200910:30\u202fPM', 'Wednesday: 12:00\u2009–\u20092:00\u202fPM, 7:30\u2009–\u200910:30\u202fPM', 'Thursday: 12:00\u2009–\u20092:00\u202fPM, 7:30\u2009–\u200910:30\u202fPM', 'Friday: 12:00\u2009–\u20092:00\u202fPM, 7:30\u2009–\u200910:30\u202fPM', 'Saturday: Closed', 'Sunday: Closed']","Excusez mon anglais… this restaurant was delightful. The staff was friendly and accommodating, the food was delicious and healthy and the owner was incredibly sweet to our group. I hope that word gets around and this restaurant gets the credit it deserves.
It’s a bit pricey but I’d say that the cost is fitting of the quality of the food and the ingredients. As we were eating I knew I wanted to write a review and when my meal came it looked so good I completely forgot to take a photo but I can assure you it was amazing. I had the trout and I highly recommend this if you like fish. We had the mussels and anchovies for an entree (photos) and the Fromage plate for dessert.
Really loved this place.; What a great spot!! Love the vibes. Good portion. Great flavors. Amazing wines. Totally worth it!! Our favorite was the duck and the gnocchi.; Candide, a charming restaurant nestled in the heart of Paris, offers an unforgettable dining experience that is sure to delight even the most discerning palate. From the moment you step inside, you are enveloped in a warm and inviting atmosphere that sets the stage for a truly exceptional meal.

The menu at Candide showcases a remarkable fusion of classic French cuisine and modern culinary techniques, resulting in a symphony of flavors that are both innovative and comforting. Each dish is thoughtfully crafted, showcasing the freshest ingredients and artful presentation that elevates the dining experience to new heights.

The attentive and knowledgeable staff at Candide create an environment of genuine hospitality, ensuring that each guest feels welcome and well cared for. Their passion for fine dining and commitment to providing an outstanding experience is evident throughout the meal.

Candide is a must-visit destination for anyone seeking a memorable and enchanting culinary experience in Paris. With its exquisite menu, elegant ambiance, and exceptional service, this charming restaurant is the epitome of Parisian dining at its finest.

p.s. there is a secret in one of the cabinets; To be avoided, the food was tasteless, the pork dry and the wine not good. Plus super expensive for what it is (more than 70 euros per person). The restaurants on rue Belleville are much better and original, and at a fraction of the price. The waiters were nice though.; Waitress very rude and agressive, rolled her eyes when I had a question about the menu. She kept trying to remove the plates before it was finished. The people in the table next to us were also disturbed by her. She also charged us for multiple items we didn’t order, I only realized when I got home..",75010
53,Les Enfants Rouges,4.5,"9 Rue de Beauce, Paris",1090,"9 Rue de Beauce, 75003 Paris, France",https://les-enfants-rouges-paris.fr/fr,01 48 87 80 61,"['Monday: 12:00\u2009–\u20092:00\u202fPM, 7:00\u2009–\u200910:00\u202fPM', 'Tuesday: Closed', 'Wednesday: Closed', 'Thursday: 7:00\u2009–\u200910:00\u202fPM', 'Friday: 12:00\u2009–\u20092:00\u202fPM, 7:00\u2009–\u200910:00\u202fPM', 'Saturday: 12:00\u2009–\u20092:00\u202fPM, 7:00\u2009–\u200910:00\u202fPM', 'Sunday: 12:00\u2009–\u20092:00\u202fPM, 7:00\u2009–\u200910:00\u202fPM']","This is a cozy little, very compact restaurant in a busy little street of Paris. The food (in my opinion) is good but did not blow my mind nor did I have a gastronomical experience. Its just one of those places that gets popular I guess. The restaurant is really compact and space is scarce to move around. The service is very good, attentive, helpful and prompt. The five stars are for the great service really and not so much for the food - I have had better. Reservations are required in advance as it gets busy. It seems overpriced to me.; Our second time in Les Enfants Rouges was interesting. Definitely reserve your table in advance, the place is packed. Cozy atmosphere. Staff is super nice. Best dish-desert. Both Pavlova and Cheese cake were superb. Lamb chops were delicious. Neither of the entries deserve a mention, thus 4 stars.; Definitely a 5-star and particularly at the reasonable price. Dishes from Les Enfants Rouge and chef-patron Daï Shinozuka. He takes classic French ingredients and adds Japanese flair. Each dish worked well with balanced, nuanced flavours that excited the palate. The rum baba is the best in the world. With one bottle of wine, the cost was just under €100 a head.
The first time we came was about ten years ago. Standards have not dropped and its popularity is understandable - so book in advance. Five stars! (And the service was good too.); A must stop by place if you’re in Paris. Modern French cuisine, with a Japanese twist. Everything was absolutely delicious, and the dishes were art pieces. Very friendly staff and cozy atmosphere. Reservation recommended! Great selection of drinks including Japanese cocktails and sake 👌; Blown away by the quality of the lunch course, especially compared to the price. This place at least deserves a bib gourmand imho. The grapefruit lychee dessert was such an ideal assembly of tart, crisp, and sweet - and the textures! All very interesting flavour combinations from both Japanese and French influences. Highly recommended!",75003
54,L'EXPOSITION,4.3,"51 Boulevard Lefebvre, Paris",152,"51 Bd Lefebvre, 75015 Paris, France",Site web non disponible,01 48 28 59 04,"['Monday: 7:00\u202fAM\u2009–\u200911:30\u202fPM', 'Tuesday: 7:00\u202fAM\u2009–\u200911:00\u202fPM', 'Wednesday: 7:00\u202fAM\u2009–\u200911:30\u202fPM', 'Thursday: 7:00\u202fAM\u2009–\u200911:00\u202fPM', 'Friday: 7:00\u202fAM\u2009–\u200911:00\u202fPM', 'Saturday: 7:00\u202fAM\u2009–\u200911:30\u202fPM', 'Sunday: 7:00\u202fAM\u2009–\u200911:30\u202fPM']","I got a ribeye steak. The peppercorn sauce is the best I've had, and the fries were amazing too.; Excellent service and delicious good. Very welcoming and friendly staff. Impossible to reconcile our experience  with the single negative review I read, seems completely unfair to this business. Will definitely return when in Paris; Amazing food and very friendly customer service nice traditional style; I wouldn’t feed this food to my dog. Absolutely disgusting. Fatty, overcooked, no flavour. Rude staff. Avoid at all costs.; Booked a table through TheFork, arrived at the restaurant, got told it was completely full and then got completely ignored by the staff.",75015
55,Bistrot MÔM,4.2,"4-6 Rue Pierre Demours, Paris",784,"4-6 Rue Pierre Demours, 75017 Paris, France",http://www.momrestaurant.fr/,01 40 68 72 71,"['Monday: 9:00\u202fAM\u2009–\u20092:00\u202fAM', 'Tuesday: 9:00\u202fAM\u2009–\u20092:00\u202fAM', 'Wednesday: 9:00\u202fAM\u2009–\u20092:00\u202fAM', 'Thursday: 9:00\u202fAM\u2009–\u20092:00\u202fAM', 'Friday: 9:00\u202fAM\u2009–\u20092:00\u202fAM', 'Saturday: 11:00\u202fAM\u2009–\u20092:00\u202fAM', 'Sunday: 11:00\u202fAM\u2009–\u20092:00\u202fAM']","The chef did a great job with the food selection for the New Year's Eve dinner! We enjoyed the sea bass and beef dishes, with elegant presentation and generous portions. Friendly, cozy and chic atmosphere tucked away in a lovely neighborhood. Thank you for making our family's NYE dinner special!; Nice French resto with a lot of options. The prices are reasonable & the service is great. Had a birthday here and did not dissapoint. The only drawback was that it the taste of the food was just good, not great or unbelievable, and this is not a bad thing actually.; Loved the place ! Food and drinks are of good quality and staff is nice and welcoming. Prices might be a bit high but you won’t regret it.
To top it off the blind test on the first floor and the private room allow you to plan for more than just a nice meal.; Impeccable service and absolutely delicious food. Highly recommended.; Great atmosphere for cocktails and good starters",75017
56,Le passage à niveau,4.4,"2A Rue de l'Ourcq, Paris",750,"2A Rue de l'Ourcq, 75019 Paris, France",Site web non disponible,01 42 00 33 72,"['Monday: 6:00\u202fPM\u2009–\u200912:00\u202fAM', 'Tuesday: 12:00\u202fPM\u2009–\u200912:00\u202fAM', 'Wednesday: 12:00\u202fPM\u2009–\u200912:00\u202fAM', 'Thursday: 12:00\u202fPM\u2009–\u200912:00\u202fAM', 'Friday: 12:00\u202fPM\u2009–\u200912:00\u202fAM', 'Saturday: 12:00\u202fPM\u2009–\u200912:00\u202fAM', 'Sunday: 12:00\u202fPM\u2009–\u200912:00\u202fAM']","The food is okay and tasty, although I was not convinced by some combinations. The service is nice and the staff is quite friendly and nice, and the pace is quite good considering the number of seats that they have. An outdoor area is available and is not far from the metro line. The wine is good; Great healthy food! The vegetables had that great grandmother farm taste and the place has a great atmosphere. A very nice terrace and good background music to enjoy a great meal.; A little hidden gem in the bissyness of the east of the city
Great food and a nice selection on the menu
Portions are large and very well priced,
Will visit again when I am back in Paris
Also has a nice terrace and bright seating area inside; Super cool place, super service and the food was good. Large selection of dishes and good selection of wine as well.
Highly recommended; Had some time to kill before attending a concert, we found this spot nearby and I'm so glad we did! We went right around 5:30 and basically had the whole place to ourselves. But it was still a fun and lively atmosphere with staff and guests mingling, it made it feel cozy. I know if I lived in Paris I would come to this place often! We had the Thai Salad dish, the House Tzatziki and the Grilled Halloumi with a basket of bread. We each had a cocktail and our bill was still under 50 euro! Can't beat that!!! Everything was delicious, not a crumb left at the end of the meal. If you find yourself in the area, you must try!",75019
57,Little Apple,4.4,"27 Rue de Saintonge, Paris",597,"27 Rue de Saintonge, 75003 Paris, France",http://little-apple.fr/,09 83 51 24 84,"['Monday: 11:45\u202fAM\u2009–\u20092:30\u202fPM, 6:30\u2009–\u200910:45\u202fPM', 'Tuesday: 11:45\u202fAM\u2009–\u20092:30\u202fPM, 6:30\u2009–\u200910:45\u202fPM', 'Wednesday: 11:45\u202fAM\u2009–\u20092:30\u202fPM, 6:30\u2009–\u200910:45\u202fPM', 'Thursday: 11:45\u202fAM\u2009–\u20092:30\u202fPM, 6:30\u2009–\u200910:45\u202fPM', 'Friday: 11:45\u202fAM\u2009–\u20092:30\u202fPM, 6:30\u2009–\u200910:45\u202fPM', 'Saturday: 11:45\u202fAM\u2009–\u20094:00\u202fPM, 6:30\u2009–\u200910:45\u202fPM', 'Sunday: 11:45\u202fAM\u2009–\u20094:00\u202fPM, 6:30\u2009–\u200910:45\u202fPM']","Soooo good!!!! Rarely leave reviews, but delicious! Highly recommend the beef smash tacos, but the bacon and the blue cheese & fig burgers were enjoyed by the party too. Best burgers we've had in Europe. The main guy (owner?) speaks beautiful English. Go here, you won't be disappointed!; Absolutely amazing!! I m living in Paris and I have never had an amazing burger  and atmosphere ever before here. I will definitely come back again. This is must go place in Paris🫶🏻🫶🏻; Fantastic restaurant! The atmosphere is cozy and welcoming, with comfortable seating and tasteful decor. The staff are friendly, knowledgeable, and eager to make sure that you have an enjoyable experience.

But the real star of the show here is the burgers. They are simply outstanding. The patties are juicy and flavorful, cooked to perfection with just the right amount of seasoning. The buns are soft and pillowy, providing the perfect base for the toppings, which are fresh and high-quality.
Also my 3yo loves to eat there ❤️🇫🇷; Favorite place. We go there every week end. Few people know that but they added Tacos at the menu and they are just amazing and so healthy. Burgers are the best in town and salads are perfect too.; The place is located in one of the coolest areas!!
We were able to book the table inside but at the Terrace.. so in between and it was the best choice!!
The owner and the servers greeted us with big smiles and showed us our tables!!
They suggested to order three different entrees as all of them had great taste!!!
After that we ordered the main dish, burger!!
On great thing was they had vegetarian burger and they also had beyond meat options!!
The size of the burger is perfect and its very well made!! The burger and the entree were accompanied by a bio wine which was super good in taste and perfectly going well with the burger!!😍
In the end we ordered desserts, which again surpassed our expectations!!
The owner was so nice that he offered some fries and a glass of champagne!!
I would definitely recommend this place to everyone looking for either an apero or a nice dinner!!
I am definitely gonna visit again super soon!!
Can't wait for the truffe Mac n cheese aranchini❤️",75003
58,Le bon moment café,4.7,"24 Rue des Bernardins, Paris",382,"24 Rue des Bernardins, 75005 Paris, France",https://lebonmomentparis.eatbu.com/,09 83 09 51 53,"['Monday: 9:30\u202fAM\u2009–\u20096:30\u202fPM', 'Tuesday: 9:30\u202fAM\u2009–\u20096:30\u202fPM', 'Wednesday: 9:30\u202fAM\u2009–\u20096:00\u202fPM', 'Thursday: 9:30\u202fAM\u2009–\u20096:30\u202fPM', 'Friday: 9:30\u202fAM\u2009–\u20096:30\u202fPM', 'Saturday: 10:00\u202fAM\u2009–\u20097:00\u202fPM', 'Sunday: 10:00\u202fAM\u2009–\u20097:00\u202fPM']","What a beautiful cafe! The staff is super friendly and kind. The latte was delicious, and so were my pancakes! They reminded me of American pancakes, which are not easy to find in Paris. I definitely recommend. I can’t wait to go back and try more things on the menu!; We ate here recently for breakfast. It's a really cute café in a very quiet street. My friend and I ordered pancakes, I ordered also the açai bowl. The food was absolutely delicious, and the only fault I had was that the pancakes are so small and unfortunately not filling at all. They were great though but definitely need at least 50% more. The staff are very nice and attentive. The plates were beautifully presented. The coffee is exceptional here, my new favourite café for coffee. Highly recommend this place.; I recently tried the passion fruit iced tea at this café, and it was fantastic. Refreshing and full of flavor, it was the perfect drink for a warm day. The café's setting by the Seine and next to Notre-Dame makes it even more enjoyable. The beautiful surroundings add to the relaxing atmosphere. Highly recommend giving it a try!; One of the first places I visit when I arrive to my first visit to Paris. I needed to work something in my computer and it was great the atmosphere, very wholesome. It has an area for kids to read. The owners were so nice and welcoming. The coffee and the chocolate chip cookies were great (I am a fan of 🍪). If I ever go back I will like to visit once again. I wish the best to this café.; Really cute & lovely coffee shop! Loved the staff there, really nice! In terms of food, we took a carrot cake, a black sesame latte & mango&pineapple smoothie. Everything was really good! I would love to come back and try the other things there. In terms of space, there are not a lot of tables so it can be easily packed, not suitable for big groups. I would recommend coming there! ++ for the lovely menu which was probably handmade and then printed.",75005
59,Wonderland brunchy Notre Dame/ Restaurant Brunch,4.7,"4 Quai d'Orléans, Paris",1907,"4 Quai d'Orléans, 75004 Paris, France",https://www.instagram.com/p/CpK6rLdIo13/?igshid=YmMyMTA2M2Y=,07 66 82 21 27,"['Monday: 10:00\u202fAM\u2009–\u20095:00\u202fPM', 'Tuesday: 10:00\u202fAM\u2009–\u20095:00\u202fPM', 'Wednesday: 10:00\u202fAM\u2009–\u20095:00\u202fPM', 'Thursday: 10:00\u202fAM\u2009–\u20095:00\u202fPM', 'Friday: 9:00\u202fAM\u2009–\u20091:30\u202fPM', 'Saturday: 9:00\u202fAM\u2009–\u20095:00\u202fPM', 'Sunday: 9:00\u202fAM\u2009–\u20095:00\u202fPM']","Super good food ! Yummy and looks so pretty. We were well received and served with a smile (so important in Paris right ? 😇)
It’s a little more expensive than we thought but you get what you pay for. Around 18€ for a main. We shared pancakes after so it came out to about 28€ pp for a drink a main and a shared dessert.
Toilets clean, coffee is pretty good, I got a very original drawing on line which made me very happy !; Absolutely amazing brunch spot! We went here every day during our trip in Paris because it was so good. The staff was so kind and friendly to us, especially the server (wish we had asked her name). Highly recommend the eggs Benedict, purple pancakes, and purple french toast. If you want to avoid waiting, go on weekdays or get there when they open on weekends. We loved it!; Best impressions! Food is always delicious, my favorite place for brunch dishes in Paris! Located in the great spot as well! The service is very kind and friendly. Thank you for your always welcoming attitude and honesty.; Food was excellent! Everything that we tried was tasty. Portions were big. Staff was friendly and helpful. But it was 26 degrees outside, you can sit only inside and it was too hot.
All in all it was a very pleasant experience! Thank you!; Me and my friend had the purple french toast, which was amazing!! She already had it before and had to come back to get it.

Also the staff were so lovely and gave us great tips for Paris as a first-timer 🤍",75004
