name,rating,vicinity,total_ratings,formatted_address,website,phone_number,opening_hours,reviews,latitude,longitude,more_kids_friendly_weighted_sentiment,proche_park,kids_friendly_sentiment,kids_mentions_count,zip_code,unique_id,kids_friendly
La Belle Epoque,4.6,"43 Rue Marx Dormoy, Paris",41,"43 Rue Marx Dormoy, 75018 Paris, France",Site web non disponible,01 74 30 09 94,"['Monday: 12:00\u2009–\u200911:00\u202fPM', 'Tuesday: 12:00\u2009–\u200911:00\u202fPM', 'Wednesday: 12:00\u2009–\u200911:00\u202fPM', 'Thursday: 12:00\u2009–\u200911:00\u202fPM', 'Friday: 12:00\u2009–\u200911:00\u202fPM', 'Saturday: 12:00\u2009–\u200911:00\u202fPM', 'Sunday: 12:00\u2009–\u200911:00\u202fPM']","great tajine and couscous. friendly staff; a friendly place in the 18th: delicious pizzas and couscous like in the countryside; the mint tea is incredible and rachid always has a smile. absolutely worth discovering 😘; i often go there with my brothers and friends, the manager is a good, friendly person, the food is so good, lots of choice, good luck.; friendly place where you eat delicious couscous at a reasonable price. i recommend!; very good pizzas made by chef rachid, always in a good mood! it also makes very good ti punches!",48.88758379999999,2.3596332,0.0,True,0.0,0,75018,LaB_75018_3775,False
L'imprévu,4.2,"30 Boulevard de Bonne Nouvelle, Paris",534,"30 Bd de Bonne Nouvelle, 75010 Paris, France",https://www.restaurantlimprevuparis.com/,06 24 66 12 26,"['Monday: 8:00\u202fAM\u2009–\u20091:00\u202fAM', 'Tuesday: 8:00\u202fAM\u2009–\u20092:00\u202fAM', 'Wednesday: 8:00\u202fAM\u2009–\u20092:00\u202fAM', 'Thursday: 8:00\u202fAM\u2009–\u20092:00\u202fAM', 'Friday: 8:00\u202fAM\u2009–\u20092:00\u202fAM', 'Saturday: 8:00\u202fAM\u2009–\u20092:00\u202fAM', 'Sunday: 8:00\u202fAM\u2009–\u200912:00\u202fAM']","had a few  drinks and a camamber röti. everything was good and delicious. heart warming handsome chef kindly offered us delicious tekilas for the closing ceremony and it was perfectly delicious too. thank you, we will definitely come back again!; nice restaurant with a cute terrace and a view on one of paris corners.
excellent service and very kind staff!
the food is good: grilled halloumi for appetizers was excellent!
the lentils salad is good! i would have suggested some small potato pieces.
the chicken normande is juicy and delicious.; my american bestfriend wanted us to have a good brunch!

we actually enjoyed every second of it.

the foamy cappucino and fresh orange juice were so good!!

i ordered the nutella pancakes & she ordered the eggs benedict bacon.

excellent !

very kind staff and a nice view of the chef live cooking in front of us!

atmosphere could be less loud on a sunday :) .; nice food and adorable prix with thefork promotion. i highly recommend this restaurant, especially cordon bleu maison.; great spot for brunch & espresso. didn’t want burgers & fries so came here for some french flair. was not disappointed at all. food was wonderful and service was good. really enjoyed sitting outdoor with a bit of breeze and observing the people walk pass. paris really lives up to the outdoor cafe ambiance. prices are very reasonable",48.8706492,2.3497864,0.0,True,0.0,0,75010,L'im_75010_3776,False
Aux Ours,4.0,"236 Rue des Pyrénées, Paris",1156,"236 Rue des Pyrénées, 75020 Paris, France",https://www.auxours.com/,01 83 96 40 79,"['Monday: 7:00\u202fAM\u2009–\u20092:00\u202fAM', 'Tuesday: 7:00\u202fAM\u2009–\u20092:00\u202fAM', 'Wednesday: 7:00\u202fAM\u2009–\u20092:00\u202fAM', 'Thursday: 7:00\u202fAM\u2009–\u20092:00\u202fAM', 'Friday: 7:00\u202fAM\u2009–\u20092:00\u202fAM', 'Saturday: 8:00\u202fAM\u2009–\u20092:00\u202fAM', 'Sunday: 8:00\u202fAM\u2009–\u20092:00\u202fAM']","maybe this is not the best place for a family but we tried our chances. this is more of a couples/groups place rather than family. burgers were tasty, service was sufficient, but as i said, the atmosphere is not for a family with children. anyway, we were greeted well, ate well and left the place with a fulfilled hunger.; horrible service. no one came to take my order nor did the waiters acknowledge me to let me know they will be with me.

the restaurant was not busy.; this place was recommended to us by different friends so we really had to try it our! we went there for lunch and the next day again for breakfast. the place has really nice ambiance and all the food is really good! the service was kind too. 10/10 :); even though they barely spoke english, the staff was very receptive and managed to provide a great service.

we had great food, with very big portions, and a couple of drinks with friends. a very good experience overall.; very good lunch, a sunny day, a street in paris, affordable menu...say no more.",48.8674955,2.3966289,0.4,True,0.5,3,75020,Aux_75020_3777,True
Au Comptoir Du Temps,4.5,"35 Avenue Corentin Cariou, Paris",991,"35 Av. Corentin Cariou, 75019 Paris, France",https://wiicmenu-qrcode.com/app/restaurantWebSite.html?resto=190,01 77 10 03 34,"['Monday: 10:00\u202fAM\u2009–\u200912:00\u202fAM', 'Tuesday: 7:00\u202fAM\u2009–\u20092:00\u202fAM', 'Wednesday: 7:00\u202fAM\u2009–\u200912:00\u202fAM', 'Thursday: 7:00\u202fAM\u2009–\u20092:00\u202fAM', 'Friday: 7:00\u202fAM\u2009–\u20092:00\u202fAM', 'Saturday: 7:00\u202fAM\u2009–\u20092:00\u202fAM', 'Sunday: 10:00\u202fAM\u2009–\u200912:00\u202fAM']","a local hangout with televised sports. we tried the draft affligem and a pina colada.  beer was cold and refreshing while the cocktail was very sweet. ordered the large regina pizza to share. it tastes great with beer.  place was packed with football fans watching the european cup matches.  had a good time.  i say check it out for a quick bite.; excellent quality food! delicious food and friendly staff!; great staff and service. lovely apple pie great tea and coffee; very conveniently located next to cité des sciences et de l'industrie. staff was nice and provided 2 booster seats for my kids.
kids enjoyed the kids menu (10 eur) with breaded chicken, fries, juice and applesauce. enough qty in 1 menu to feed my 2 boys.
i enjoyed my italian salad. large qty as well and good taste; i was looking for a nice and pleasant place to have meal near my rent flat and i found that restaurant. very responsive service, tasty food, nice atmosphere, big portions. highly recommend that place, staff speaks english very well",48.8974521,2.3851936,0.2475,True,0.275,2,75019,AuC_75019_3789,True
Arkose Pantin,4.5,"55 Rue Cartier Bresson, Pantin",1546,"55 Rue Cartier Bresson, 93500 Pantin, France",https://arkose.com/pantin,01 48 46 11 00,"['Monday: 7:00\u202fAM\u2009–\u200912:00\u202fAM', 'Tuesday: 7:00\u202fAM\u2009–\u200912:00\u202fAM', 'Wednesday: 7:00\u202fAM\u2009–\u200912:00\u202fAM', 'Thursday: 7:00\u202fAM\u2009–\u200912:00\u202fAM', 'Friday: 7:00\u202fAM\u2009–\u200912:00\u202fAM', 'Saturday: 7:00\u202fAM\u2009–\u200912:00\u202fAM', 'Sunday: 7:00\u202fAM\u2009–\u200912:00\u202fAM']","great place if you’re a pro or just a beginner. lots of different paths that keep changing frequently. friendly staff and cool atmosphere; really interesting spacious indoor climbing from entry level to black panther level. the staffs are friendly and lively. awesome experience !!; one of my favorite climbing gyms in paris. it is very busy, but the people are just simply so friendly, the food and beverage options are awesome, and the boutique is second to none when it comes to getting climbing gear in a climbing gym.; cool more intimate place, like the routes a lot, friendly staff; good bouldering and rope climbing gym. can be challenging to reach for non locals",48.902366,2.400547,0.0,False,0.0,0,93500,Arko_93500_3792,False
Chez Papa,4.3,"85 Avenue Gambetta, Paris",767,"85 Av. Gambetta, 75020 Paris, France",https://chezpapa20.fr/fr,01 42 55 70 86,"['Monday: 7:00\u202fAM\u2009–\u20091:00\u202fAM', 'Tuesday: 7:00\u202fAM\u2009–\u20091:00\u202fAM', 'Wednesday: 7:00\u202fAM\u2009–\u20091:00\u202fAM', 'Thursday: 7:00\u202fAM\u2009–\u20091:00\u202fAM', 'Friday: 7:00\u202fAM\u2009–\u20091:00\u202fAM', 'Saturday: 7:00\u202fAM\u2009–\u20091:00\u202fAM', 'Sunday: 7:00\u202fAM\u2009–\u20091:00\u202fAM']","the food was really good and the waiters are very friendly. i had steak with mushroom souse and ipa beer. they even let me taste beer before ordering.; we enjoyed our choice of meal for the last night in paris.  for starters, we had snails with parsley, and charcuterie board, steak with mushroom sauce for our entree and apple tart and cremé bruleé with espresso double; came in for lunch on the last day of 2018 right before i had to catch the coach to london at gallieni. the staff were so kind and wonderful despite my inability to communicate with them in french, and even gave me an extra piece of foie gras and wished me a happy new year. (i’ve been hunting for pan fried foie gras in paris and i finally found it! it’s my favourite dish of all time, so this is extra special!) so wonderful and excellent service, will definitely return the next time i’m in paris! thank you guys for putting a huge smile on my face on my last meal in paris! 😘; the waiters were really accommodating and understanding about our lack of french. the food was delicious and such a good price for paris.

would absolutely recommend, especially the veal cutlet and the massive creme brulee (shown)!; in a nutshell, disappointing or underwhelming.  first the highlights... the baguette - superior, the escargot - no bad just slightly weird (unconventional) that 6 escargot arrived in a 12 piece dish.  nevertheless, i liked the fact the escargot weren't garlicky instead simple without cheese... mainly pesto.  the veal was also tender; hence properly prepared.  the real disappointment was the cream sauce and the scalloped potatoes. cream sauce was not all the creamy and either the sauce or the potatoes were ladened with salt (almost inedible).  would not return if i'm ever back this way.",48.8656295,2.3989113,0.0,True,0.0,0,75020,Chez_75020_3795,False
Melting Pot Food Court,4.6,"43 Avenue du Général de Gaulle, Bagnolet",2553,"43 Av. du Général de Gaulle, 93170 Bagnolet, France",https://meltingpotfoodcourt.com/,01 55 86 28 14,"['Monday: 8:00\u202fAM\u2009–\u200911:00\u202fPM', 'Tuesday: 8:00\u202fAM\u2009–\u200911:00\u202fPM', 'Wednesday: 8:00\u202fAM\u2009–\u200911:00\u202fPM', 'Thursday: 8:00\u202fAM\u2009–\u200911:00\u202fPM', 'Friday: 8:00\u202fAM\u2009–\u200911:30\u202fPM', 'Saturday: 8:00\u202fAM\u2009–\u200911:30\u202fPM', 'Sunday: 8:00\u202fAM\u2009–\u200911:30\u202fPM']","a family friendly restaurant which offers a large choice of different meals coming from all over the world for all kind of tastes. the milkshakes & cocktails are extremly good, as well as the deserts! the decoration of the restaurant is very original.; this is a value for money place, good food with good pricing. it’s near our hotel and closes late so we always drop by here for dinner after a long day of sightseeing. serves a variety of cuisine and it’s a chill place. choose from the self serve terminal, take a table number tent and pay.  they accepts cash at counter too!; it’s a nice place for us as tourists who ate their breakfasts here!
the egg sandwich was very delicious but there’s room to improve the coffee and tea!

the staff are nice and friendly!
the menu is good!
the place and the jazz music is just lovely!
the price is good as well!; food is very good, basic dishes but well made, the staff is absolutely delightful. always a smile and doing their best to give you a great experience. the place is clean, including toilets, we've stayed here for hours without being bothered by anyone, waiting for our flight home. we'll be back.; what a great place for having lunch or dinner, our hotel is just a walking distance from this food court and we have just finished the day trip and was hungry.

the food court catered several restaurants from italian, thai and indian ect.

order is very easy with some tablets for ordering food and drinks just after the entrance. not ling our order is done and the staff will bring it to your table.

our food taste great and with a huge portion to.

nice and clean interior with friendly and helpfull staff.",48.86431899999999,2.4174849,0.2372285714285714,False,0.2578571428571428,1,93170,Melt_93170_3799,True
La table de yemma,4.8,"115 Boulevard de Ménilmontant, Paris",2636,"115 Bd de Ménilmontant, 75011 Paris, France",http://latabledeyemma.fr/,01 85 55 39 78,"['Monday: 12:00\u202fPM\u2009–\u20091:00\u202fAM', 'Tuesday: 12:00\u202fPM\u2009–\u20091:00\u202fAM', 'Wednesday: 12:00\u202fPM\u2009–\u20091:00\u202fAM', 'Thursday: 12:00\u202fPM\u2009–\u20091:00\u202fAM', 'Friday: 12:00\u202fPM\u2009–\u20091:00\u202fAM', 'Saturday: 12:00\u202fPM\u2009–\u20091:00\u202fAM', 'Sunday: 12:00\u202fPM\u2009–\u20091:00\u202fAM']","excellent home made algerian food. variety of choices fish, mea5 or vegetarian. to be tried !  sorry for the photos but i ate everything 🤣; title: incredible experience at la table de yemma

""i recently dined at la table de yemma, and i have to say it was an outstanding experience. the food was absolutely delicious—every dish was packed with authentic flavors and tasted fresh. the service was top-notch, with attentive and friendly staff who made sure everything was perfect. the cleanliness of the restaurant added to the overall comfort, making it an enjoyable place to eat. if you're looking for amazing food and excellent service in a welcoming atmosphere, i highly recommend this place!""

would you like any changes to this?; when we arrived there was a large queue outside the restaurant; we soon found out why.

the food is excellent, the ambiance is fantastic and the staff are very friendly and hard working. it was also the cheapest meal we had in our stay in paris.

an absolute must-visit.; very good atmosphere and delicious algerian food 👌; great experience! we loved the atmosphere and the welcoming team! the food was just excellent! we will definitely come back to this place the next time we are in paris again. 💕☺️",48.8656328,2.3839337,0.0,True,0.0,0,75011,Lat_75011_3803,False
Le Patio,4.2,"8 Rue Augustin Thierry, Paris",268,"8 Rue Augustin Thierry, 75019 Paris, France",Site web non disponible,01 42 80 20 16,"['Monday: 8:00\u202fAM\u2009–\u200912:00\u202fAM', 'Tuesday: 8:00\u202fAM\u2009–\u200912:00\u202fAM', 'Wednesday: 8:00\u202fAM\u2009–\u200912:00\u202fAM', 'Thursday: 8:00\u202fAM\u2009–\u200912:00\u202fAM', 'Friday: 8:00\u202fAM\u2009–\u200912:00\u202fAM', 'Saturday: 8:00\u202fAM\u2009–\u200912:00\u202fAM', 'Sunday: 8:00\u202fAM\u2009–\u200912:00\u202fAM']","a lovely restaurant with wholesome food and impeccable service. all round a wonderful experience. dessert was delicious too!; very nice place for a delicious food and wine!; the service was implacable and the food was very good. we can’t wait to come back.; very good place for a typical french bistro lunch. the waiter was very helpful translating the menu and we all had lovely food. the thai steak was amazing - very good sized portions and delicious; je le fais en anglais pour adriana et sutha le chef:
they are first of all the kindness you will never find in the city of love, paris. but here the love in serving you to the good food you eat without being ripped off!  please try the mille feuilles chèvre-betterave and salmon tartare with mango and …..
just go there and meet adriana who is at the bare and taking care of everything with kevin. do not miss this place in paris!",48.876302,2.3941999,0.0,True,0.0,0,75019,LeP_75019_3810,False
Monique & Myrtille,4.8,"83 Rue Orfila, Paris",152,"83 Rue Orfila, 75020 Paris, France",http://www.facebook.com/moniqueetmyrtille,09 72 35 94 85,"['Monday: 9:00\u202fAM\u2009–\u20095:00\u202fPM', 'Tuesday: 9:00\u202fAM\u2009–\u20095:00\u202fPM', 'Wednesday: 9:00\u202fAM\u2009–\u20095:00\u202fPM', 'Thursday: 9:00\u202fAM\u2009–\u20095:00\u202fPM', 'Friday: 9:00\u202fAM\u2009–\u20095:00\u202fPM', 'Saturday: Closed', 'Sunday: Closed']","very good food (with great veggie options), great service, very cosy! definitely recommend; the best cozy ambiance, service and quality products make this place my favorite coffee shop and cantine. i discovered this wonderful place in novembre 2021, so its has been already several years of good experiences.; great staff, very good espresso, cozy ambiance, normal prices; tb; delicious 👌",48.8680518,2.3998686,0.0,True,0.0,0,75020,Moni_75020_3811,False
CLINT Roquette,4.3,"174 Rue de la Roquette, Paris",2725,"174 Rue de la Roquette, 75011 Paris, France",https://www.instagram.com/clint_paris/?hl=fr,01 73 71 51 55,"['Monday: 9:00\u202fAM\u2009–\u20096:00\u202fPM', 'Tuesday: 9:00\u202fAM\u2009–\u20096:00\u202fPM', 'Wednesday: 9:00\u202fAM\u2009–\u20096:00\u202fPM', 'Thursday: 9:00\u202fAM\u2009–\u20096:00\u202fPM', 'Friday: 9:00\u202fAM\u2009–\u20096:00\u202fPM', 'Saturday: 8:30\u202fAM\u2009–\u20096:00\u202fPM', 'Sunday: 8:30\u202fAM\u2009–\u20096:00\u202fPM']","from the coffee to the food in this restaurant, all the food is incredibly good and delicious, especially the staff have a continuous smile on their faces, it's nice to talk and you have to feel comfortable to eat.   everyone here is incredibly sweet people.   everyone should come and eat at least once; very crowded but staff still smiley and friendly. burgers are nice, sweet potatoes are better than bacon cheese imo (tad too salty).; very yummy brunch. i have been there twice and will go again & again. i truly love their coffee latte!; a family of four for late lunch, everyone very happy. even the limonade and the coffee was good. merci; it felt a bit like being back in melbourne 🇦🇺
friendly stuff in a way that is not common in paris(they even adj your name - apparently for no reason but better feels nice 🤣)

good job on branding.

thé food is as it should be. 😊",48.8591592,2.3864681,0.3798333333333333,True,0.4416666666666666,1,75011,CLIN_75011_3812,True
Chicken Rapido,3.3,"164 Boulevard Mortier, Paris",60,"164 Bd Mortier, 75020 Paris, France",Site web non disponible,09 87 75 17 15,"['Monday: 11:00\u202fAM\u2009–\u20092:00\u202fAM', 'Tuesday: 11:00\u202fAM\u2009–\u20092:00\u202fAM', 'Wednesday: 11:00\u202fAM\u2009–\u20092:00\u202fAM', 'Thursday: 11:00\u202fAM\u2009–\u20092:00\u202fAM', 'Friday: 11:00\u202fAM\u2009–\u20092:00\u202fAM', 'Saturday: 11:00\u202fAM\u2009–\u20092:00\u202fAM', 'Sunday: 11:00\u202fAM\u2009–\u20092:00\u202fAM']","pleasant servers. however, the food is not good: cold bread, cold and not well-cooked fries, meat that is far too salty and a price that seems unreasonable given the quality of the dish.; worst greek meat and fries are hard very small portion. the staff gives prices depending on the person, they made me pay €11 for greek without raw vegetables even though that was not the base price. the tacos are dry and the cheese sauce is not good.
i really don't recommend, avoid!!!; best greek in the neighborhood where i go very regularly. the staff is very friendly and always attentive to sandwich modifications or possible supplements.
i recommend.; i've never made an opinion but i have to do one, it's the worst tacos i've eaten in my life, barely cooked fries with an ungenerous portion, the meats really not quality , the dry cheese sauce

i really don't recommend; a 4/10 for the kebab. acidic sauce, tired salads, lack of onions, chewy gum bread. the cordon bleue was soft. it gave me a stomach ache. 10€ for that.. too bad 😕",48.87671839999999,2.4072891,0.0,True,0.0,0,75020,Chic_75020_3813,False
Café Le Papillon,4.6,"144 Rue de Bagnolet, Paris",1201,"144 Rue de Bagnolet, 75020 Paris, France",http://www.cafelepapillon.com/,01 43 73 38 55,"['Monday: 8:00\u202fAM\u2009–\u20091:00\u202fAM', 'Tuesday: 8:00\u202fAM\u2009–\u20091:00\u202fAM', 'Wednesday: 8:00\u202fAM\u2009–\u20091:00\u202fAM', 'Thursday: 8:00\u202fAM\u2009–\u20091:00\u202fAM', 'Friday: 8:00\u202fAM\u2009–\u20091:00\u202fAM', 'Saturday: 9:00\u202fAM\u2009–\u20091:00\u202fAM', 'Sunday: 9:00\u202fAM\u2009–\u20091:00\u202fAM']","our first night in paris was raining and cold but le papillon was warm and inviting. the food was delicious. classic french menu available but establishment is very english friendly. perfect first vacation dinner!; i bump into this place because it’s close to where i’m staying and the reviews were not wrong.
this restaurant has a great atmosphere and the food is amazing. the waitress, pierina, and the bartender were super nice and the food was incredible.
i’ll be back for sure :); nice place, great food and pierina is the best server. she is very professional and will give you the best customer service experience.; the hostess was so nice! we don’t speak french but she was very helpful since one of us has allergies. the atmosphere was incredible and the food was delicious. our hostess was the star of the show, she was so kind, we found out she could speak spanish as well so it made it easier. great place in the 20th and super friendly to tourists. drinks were a great price especially during happy hour and were made very well!; the food was soooo good. i had the clasic burger and it was delicious.",48.861648,2.4059366,0.0,True,0.0,0,75020,Café_75020_3817,False
Le Petit Magnolia Café,4.7,"52 Rue de Terre Neuve, Paris",56,"52 Rue de Terre Neuve, 75020 Paris, France",https://www.privateaser.com/lieu/47706-le-petit-magnolia,09 74 64 03 95,"['Monday: 9:00\u202fAM\u2009–\u20092:00\u202fAM', 'Tuesday: 9:00\u202fAM\u2009–\u20092:00\u202fAM', 'Wednesday: 9:00\u202fAM\u2009–\u20092:00\u202fAM', 'Thursday: 9:00\u202fAM\u2009–\u20092:00\u202fAM', 'Friday: 9:00\u202fAM\u2009–\u20092:00\u202fAM', 'Saturday: 9:00\u202fAM\u2009–\u20092:00\u202fAM', 'Sunday: 9:00\u202fAM\u2009–\u20092:00\u202fAM']","good prices for beer.; friendly staff and good service; second time for us. the first was in romantic mode, we liked it so much that we invited friends and we were not mistaken!

we had an extremely friendly time, with incredible dishes (the lamb shank is really killer!). the service, once again, top notch, it’s so pleasant, you feel like you’re among friends. ares is great, he makes you feel at home, with a big smile, and nordin manages it so well that you don't even realize the wait.

all the little details are well taken care of, there are no pretensions but only great work: classic, generous plates (very!), a super friendly atmosphere, with regulars, beautiful wines, and we rarely saw a glass of prosecco so full at such a price. honestly, a gem! there is a family spirit which is enormously pleasing, when we see the table being filled with beautiful things (royal couscous, lamb shank, fondue) and the smell of good, well-spiced food takes over, at the same time. first bite all the senses are satisfied. we definitely recommend it and we will come back and come back, especially when the sunny days begin, because their terrace is very nice. it’s really the cuisine we love!; the waiter is very sexy, welcoming, smiling and does pole dancing after midnight, he lights the fire like johnny in those crazy years, not to be missed, especially the rotit camembert which looks more like a roasted quarter-rembert🧀; the welcome is friendly.
but the starters and desserts, nor the drinks, for that matter, the prices are not indicated anywhere, i did not have a menu. i had mushrooms as a starter, a well-stocked plate but disappointed to find that they were canned mushrooms and they were very spicy, there was a lot of pepper. i don't like pepper, why not add a pepper shaker to the table to add pepper (or not). at our convenience. there was a fried egg with it (nobody mentioned it to me), very nice, but the texture of the egg white was very strange (i had never eaten an egg of this texture).
i tried my friend's dish which i didn't like either. the fries tasted very strange, the breaded chicken also had a suspicious taste, the breading is much too thick, it doesn't even taste like fried food. so i didn't take anything else. the only good thing was the bread. the atmosphere is nice with a playlist of youtube clips on a tv despite the advertising. the waiter at reception is nice, but too bad i won't go back there again",48.8552579,2.4002397,0.423,True,0.45,1,75020,LeP_75020_3819,True
Le Café Sans Nom,4.2,"57-59 Rue de la Réunion, Paris",678,"57-59 Rue de la Réunion, 75020 Paris, France",Site web non disponible,01 43 70 96 39,"['Monday: 7:30\u202fAM\u2009–\u20091:00\u202fAM', 'Tuesday: 7:30\u202fAM\u2009–\u20091:00\u202fAM', 'Wednesday: 7:30\u202fAM\u2009–\u20091:00\u202fAM', 'Thursday: 7:30\u202fAM\u2009–\u20091:00\u202fAM', 'Friday: 7:30\u202fAM\u2009–\u20091:00\u202fAM', 'Saturday: 7:30\u202fAM\u2009–\u20091:00\u202fAM', 'Sunday: 7:30\u202fAM\u2009–\u200912:30\u202fAM']","amazing ambiance of this cute cafe. we had breakfast here and even tho we didn’t know french the server was very polite and respectful. the cafe has variety of posters all around and a library vibe to it. don’t forget to check out the toilet as well lol!; this was an amazing experience. a croissant 🥐 that has just been made, a very fresh orange juice, a generous eggs portion and a strong coffee. the perfect way to start the day. the person who took our order was super nice and spoke to us in english.

overall, 10/10; really everything is great and the service is excellent. every traveler should try it.; located on a wonderful square, this is a vibrant and friendly spot. the food is delicious, the service is friendly and there's sometimes live music which adds to it all. the perfect spot to while away a few hours with cards and a beer!; unfortunately, they don’t handle any hot water requests after 6 pm. you could still make tea, as it doesn’t make much of a mess.",48.85541,2.4012128,0.0,True,0.0,0,75020,LeC_75020_3820,False
CAFÉ CHARLOTTE,4.3,"4 Rue Belgrand, Paris",493,"4 Rue Belgrand, 75020 Paris, France",Site web non disponible,01 43 49 05 93,"['Monday: 8:00\u202fAM\u2009–\u20091:00\u202fAM', 'Tuesday: 8:00\u202fAM\u2009–\u20091:00\u202fAM', 'Wednesday: 8:00\u202fAM\u2009–\u20091:00\u202fAM', 'Thursday: 8:00\u202fAM\u2009–\u20091:00\u202fAM', 'Friday: 8:00\u202fAM\u2009–\u20091:00\u202fAM', 'Saturday: 8:00\u202fAM\u2009–\u20091:00\u202fAM', 'Sunday: Closed']","great cafe/bistro
i had the lunch menu which was delicious and fairly priced.the staff was also very nice and helpful (i was on crutches because on an injury, so they helped me with my bags/to set up, which was kind).
overall a really nice atmosphere :); amazing food, great service, cozy dinner atmosphere. i dined here alone, harrison was not only a great waiter but also good company. highly recommend; good « formule » (plat et dessert for 15€). loved the cheese burger with cheddar cheese. service was friendly and relatively fast. good red wine by the glass. tasty chocolate fondant. overall a good option to eat near pére lachaise cementery.; a fantastic address in paris with great staff and awesome food. highly recommended; this was a nice cafe with a clean bathroom.  however, i found that the coffee was less tasty and a bit more expensive than other cafes in the area.  the employees were very nice and this review is only representative of the coffee (not so great) and service (great!).",48.8647266,2.399359,0.0,True,0.0,0,75020,CAFÉ_75020_3824,False
Café Méricourt,4.6,"22 Rue de la Folie Méricourt, Paris",1086,"22 Rue de la Folie Méricourt, 75011 Paris, France",http://cafemericourt.com/,Numéro non disponible,"['Monday: 8:30\u202fAM\u2009–\u20094:00\u202fPM', 'Tuesday: 8:30\u202fAM\u2009–\u20094:00\u202fPM', 'Wednesday: 8:30\u202fAM\u2009–\u20094:00\u202fPM', 'Thursday: 8:30\u202fAM\u2009–\u20094:00\u202fPM', 'Friday: 8:30\u202fAM\u2009–\u20094:00\u202fPM', 'Saturday: 9:30\u202fAM\u2009–\u20095:00\u202fPM', 'Sunday: 9:30\u202fAM\u2009–\u20095:00\u202fPM']","a good place to get breakfast food.

it was pretty hot inside of the restaurant so we opted to sit outside.  the avocado toast had many herbs and picked red onion on top. the brioche sandwich with avocado and crispy bacon was delicious. the bun was fresh and the avocado was perfectly ripe. it also had a spicy jam in the sandwich which made it more interesting.
the menu is not large but it had savory and sweet breakfast options. the only downside is that we didn’t enjoy the coffee.; friendly and welcoming service! the coffee is smooth—highly recommend the latte.

the fresh orange juice and avocado toast with a soft-boiled egg are also great choices. the shakshuka is flavorful, though the bread was slightly hard and overdone.

a lovely spot for brunch in a charming neighborhood.; great brunch cafe with friendly service! i enjoyed trying their green eggs (turkish eggs) and a flat white. the egg dish was very flavorful with unique tasting profile. the bread that came with it is very good too!; i have absolutely no notes for this place.
the avocado toast is to die for. excellent atmosphere,  low key french music to accompany your food.; one of the best coffees in paris. i live around the corner and i feel super lucky! food is really good. a great place for brunch or afternoon good quality coffee with a treat. the owner and waiters are lovely. 100% recommended. — on weekends count on a 20-30min wait. they have a qr waiting list so you don’t need to wait in line.",48.8625572,2.3736404,0.0,True,0.0,0,75011,Café_75011_3831,False
La Trockette Café-Atelier,4.5,"125 Rue du Chemin Vert, Paris",258,"125 Rue du Chemin Vert, 75011 Paris, France",http://www.lapetiterockette.org/cafe-atelier/agenda/,Numéro non disponible,"['Monday: Closed', 'Tuesday: 12:30\u2009–\u200910:00\u202fPM', 'Wednesday: 12:30\u2009–\u200910:00\u202fPM', 'Thursday: 12:30\u2009–\u200910:00\u202fPM', 'Friday: 12:30\u2009–\u200910:00\u202fPM', 'Saturday: 11:00\u202fAM\u2009–\u20096:00\u202fPM', 'Sunday: Closed']","great little thrift store. it was a little bit scattered and messy, and felt a bit overpicked but a good find, none the less. the notions and books were ""name your price"" at the time i was there. great deal.; the best place for low cost goods and exchange or for donate your own goods to give them a second life! eco friendly ! come to see it !; super association, bel esprit.; cosy&friendly. loved it!; ok",48.86208750000001,2.3839352,0.0,True,0.0,0,75011,LaT_75011_3837,False
Le Petit Bonheur - la cantine des Lilas,4.8,"184 Rue de Paris, Les Lilas",98,"184 Rue de Paris, 93260 Les Lilas, France",https://www.instagram.com/lepetitbonheur.leslilas/,06 73 14 35 02,"['Monday: 12:00\u2009–\u20097:00\u202fPM', 'Tuesday: 12:00\u2009–\u20097:00\u202fPM', 'Wednesday: 12:00\u2009–\u20097:00\u202fPM', 'Thursday: 12:00\u2009–\u20097:00\u202fPM', 'Friday: 12:00\u2009–\u20097:00\u202fPM', 'Saturday: 11:00\u202fAM\u2009–\u20095:00\u202fPM', 'Sunday: Closed']","such a lovely experience with super polite service from the waitress !!; grey hair women who is rude! maybe not liking my colour of skin (asian) i went twice and she ignored me. the others were embarrassed but didn't come forward.. information your charity fridge is filthy... what a shame. it is such a good idea!!😴; good food n good drinks bubble tea and great service would love to visit again; nice drinks; it's worth sticking together a little to eat because you won't be disappointed by the quiches and dishes. maybe a little more generosity on the slice of dessert tart, shortcrust pastry and very good citrus almond mixture.",48.881252,2.4211889,0.0,False,0.0,0,93260,LeP_93260_3840,False
